Nombre de la Localidad;Tipo de Localidad;Ámbito;Pueblo Indígena u Originario;Departamento;Provincia;Distrito;Ubigeo;Fecha reconocimiento;Fecha titulación;"Área 
(Hectárea)";"De 0 a 4 años
(aprox.)";"De 5 a 14 años 
(aprox.)";"De 15 a 29 años 
(aprox.)";"De 30 a 64 años 
(aprox.)";"De 65 años a más
(aprox.)"
Suancata;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;24835;34508;-;34;71;110;196;93
Tisñachuro Central;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;32293;35257;-;8;15;14;48;26
Tisñachuro Vista Azul;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;31946;35257;-;8;15;23;52;13
Tutacani Santa Lucía;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;35219;35415;-;16;29;52;62;13
Vilcallame;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;25321;34508;-;53;91;164;280;116
Yacari;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28216;34511;-;5;11;25;47;27
Caspa Yanampaca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;41974;-;-;5;39;24;58;26
Union Pucara Huallatiri I;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;41141;-;-;10;23;37;59;13
Carancas;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Desaguadero;210402;24835;34495;-;4;10;22;52;32
Collana;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Desaguadero;210402;27722;32336;-;0;1;3;7;8
Lupaca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Desaguadero;210402;28507;34495;-;36;32;59;113;8
Santa Cruz de Ayriguas;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Desaguadero;210402;23613;34495;6183.683768;10;29;41;207;59
Santa Cruz de Cumi;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Desaguadero;210402;28499;34499;-;8;11;33;84;37
Union Huallatiri;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Desaguadero;210402;36271;-;-;16;15;25;72;26
Aurincota;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;20718;35063;5016.931815;51;138;199;356;100
Ancomarca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;28229;34508;-;8;16;30;71;9
Callaza;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;10933;33973;-;36;150;217;315;92
Alto Andino Vichalane;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Huacullani;210403;-;-;-;15;41;54;85;23
Chacocollo y anexo Isca Chacocollo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;19752;-;1728.294247;45;91;113;182;42
Challacollo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;31446;34776;-;5;12;16;38;6
Concepcion de Ingenio;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;33000;38357;893.7758395;4;9;14;31;10
Marca Ayllo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;28509;34508;-;39;106;156;244;72
Laca Laca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;33570;38625;4982.388413;40;85;111;194;40
Lacahaqui;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;31777;34324;-;15;28;49;110;45
Tarapoto;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;31761;34789;-;11;14;50;75;14
Totoroma;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;21223;35580;-;55;122;206;436;138
Vilachave;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;31968;34789;-;3;7;5;16;5
Vilachave Primero;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;31761;34729;-;26;69;98;152;31
Yorocco;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Huacullani;210403;23501;34508;4498.311387;77;168;257;453;140
Alto Aracachi Queluyo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;20900;34729;-;71;147;269;390;67
Arconuma;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;33371;38715;3356.332726;29;50;100;192;76
Carique Challacollo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;32293;35698;-;7;9;25;37;12
Centro Aracachi Chiaraqui;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;35241;35580;-;28;70;89;111;27
Sacacani Huma;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;-;-;-;3;8;10;30;7
Chacacollo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;19752;34976;-;12;39;36;56;17
Kapia Pusuma;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;33408;34789;562.2371821;5;4;17;38;32
Maycu Phujo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;33388;34729;-;1;3;9;7;4
Perca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;33406;34776;1264.775962;7;5;19;28;6
Perez;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;33378;34788;1058.579;16;38;43;78;13
Pilco;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;33373;34776;2336.134684;20;38;64;133;31
Tulacollo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;33371;34776;-;9;22;22;62;15
Tuntipucara;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;35130;35415;2475.600942;9;24;63;126;6
Jahuirja Chura;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;-;-;-;4;14;18;41;12
Aracachi Chura;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;41583;-;-;15;15;31;69;19
Chipana San Jose;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;41583;-;-;4;5;15;30;3
Virgen De Natividad;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Kelluyo;210404;41999;-;-;8;11;26;54;9
Bajo Llallahua;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;28619;34508;-;17;34;148;195;22
Apacheta;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;-;-;-;0;0;0;0;0
Collpa;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;-;-;-;0;4;15;27;7
Chapi;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;-;-;-;0;2;4;13;4
Huayllapampa;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;-;-;-;1;3;27;60;17
Condoriri;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;-;-;-;1;1;2;4;0
Laguna;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;-;-;-;0;0;2;3;1
Tunquipa;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;-;-;-;2;1;10;21;2
Chambalaya Arriba;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;28548;34584;-;84;186;521;791;95
Rosario Alto Ancomarca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;31936;-;-;7;26;43;60;19
San Jose de Ancomarca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;31198;-;-;7;24;34;70;30
Vilcallamas Arriba;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pisacoma;210405;32293;36025;-;0;4;5;14;3
Ampatire;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;28051;34502;-;2;23;28;74;38
Batalla;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;26191;34507;-;6;28;38;86;66
Chatuma;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;24775;34503;1530.967897;33;135;122;324;195
Irujani;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pomata;210406;-;-;-;16;53;50;121;40
Jakehuaytahuai;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Pomata;210406;-;-;-;9;22;12;39;20
Chimbo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;19101;34508;1569.848734;14;59;66;176;115
Collini;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;24642;34508;6856.444804;68;181;175;454;202
Huacani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;24663;34507;-;77;235;257;498;177
Huapaca San Miguel;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;27142;34508;-;65;163;203;346;96
Huapaca Santiago;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;24635;34508;-;64;160;198;308;108
Jiscuani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;24775;34508;1930.615223;66;180;206;354;167
Lampa Chico;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;25307;34508;774.5606996;33;48;62;129;56
Lampa Grande;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;24684;34503;-;62;152;206;433;227
Llaquepa;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;23635;-;-;113;280;307;515;188
Sajo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;31198;34508;471.4627832;9;20;36;64;28
Sisipa Challacollo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;24775;34508;-;28;55;57;126;56
Tambillo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;27002;36493;2265.281393;14;68;85;177;64
Ticaraya;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;27652;34508;-;30;78;110;212;133
Tuquina;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;25328;34508;2953.889317;84;197;227;505;202
Villa Santiago Ccama;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;27648;34508;-;13;59;64;98;28
Tuquina Central;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Pomata;210406;41999;-;-;15;34;33;69;20
Alto Pavita;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;27466;34789;-;46;125;152;225;86
Ancaruyo Riva;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;27627;34500;-;10;27;36;66;20
Ancoputo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;27320;34508;-;59;152;158;303;120
Aracachi;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;24642;34508;-;6;15;15;35;8
Bajo Ayriguas;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;24334;34487;-;13;60;64;124;89
Checanehuma;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;24936;34500;-;20;30;61;81;30
Camiraya Molino;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31537;34506;-;58;131;150;263;94
Canahuayta;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;25265;34501;-;22;47;34;110;44
Villa Chimu;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Zepita;210407;-;-;-;46;117;104;189;52
Valle Santiago;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;Chucuito;Zepita;210407;-;-;-;7;21;33;52;33
Chimo Alto Ayrihuas;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;27519;34500;5053.611264;104;300;299;469;146
Choquecahua;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;33231;34730;-;11;17;34;46;16
Copamarca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;27677;-;-;5;17;13;45;19
Cumi;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31343;34936;327.8273673;8;26;24;61;28
Huañacaya;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;33760;34789;420.6253052;10;28;30;48;15
Huilacaya;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;24747;34500;-;12;52;80;104;65
Illeca Molino;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31951;35429;-;9;26;31;76;32
Isani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;24334;35429;1574.777603;89;228;304;596;233
Jachapampa;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31946;34887;1742.546645;42;78;101;216;94
Jahuirja Mamaniri;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;27677;34500;-;19;61;64;145;58
Jose Carlos Mariátegui de Tistaca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;33414;34789;-;45;95;164;204;37
Justani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;34875;37608;204.0459188;9;21;11;42;9
Molino Chocopampa;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31940;34789;912.612772;6;20;15;68;38
Molino Humacata;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31777;34871;803.3419623;20;51;59;106;50
Molino Kapia;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31968;35419;799.8890965;25;49;50;98;27
Parcco;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;23613;34759;-;58;123;174;296;106
Pataccollo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;20954;34500;-;188;487;528;845;262
San Pedro de Vilcallama;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;24747;34500;-;11;27;16;63;24
San Sebastian;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;24341;34500;1344.629284;200;413;469;715;205
Sicuyani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;31642;34789;3760.36961;79;145;183;333;108
Tacapisi Challapampa;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;25265;34324;-;46;150;192;350;184
Tanca Tanca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;35219;35499;-;7;24;21;35;16
Alto Huancani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;41493;-;-;21;49;55;80;16
Alto Isani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;41939;-;-;158;315;361;540;129
Central Mamaniri;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;41999;-;-;7;12;65;48;9
Isani Machacahuyo;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;41851;-;-;15;46;58;81;29
Piedra Blanca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Zepita;210407;41050;-;-;7;11;14;34;12
Ajanani Huajracucho;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33413;34726;-;3;3;8;19;7
Alfaro Pucarani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;32293;34883;-;16;31;44;69;36
Ancasaya;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28668;34506;403.5802316;8;17;31;82;42
Apharuni;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31776;34508;208.1146218;11;23;29;27;17
Catamuro Primero;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27381;34871;490.8940369;8;27;37;62;27
Catamuro Segundo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27500;34871;378.9714254;3;18;32;52;25
Ccaccata;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;32293;34938;-;3;12;33;93;62
Checca;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31446;34789;-;9;36;44;90;16
Callata;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31859;34789;-;3;1;5;18;11
Cangalli;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27674;35550;-;4;12;18;30;12
Cangalli Achatuyo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31946;34508;-;8;22;38;104;37
Casimuyo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28719;34508;168.7212007;1;4;6;21;9
Ccopachullpa;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;29700;34607;-;5;10;5;33;2
San Juan De Queacachi;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;El Collao;Ilave;210501;-;-;-;4;2;14;34;12
Paccha Monte Bello;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;El Collao;Ilave;210501;-;-;-;1;9;6;16;12
Lupaca;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;El Collao;Ilave;210501;-;-;-;7;16;23;32;14
Paccha Cacapi;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;El Collao;Ilave;210501;-;-;-;5;10;26;49;11
Huanacuni;Localidad sin tipo identificado por la DRA;Andino;Aimara;Puno;El Collao;Ilave;210501;-;-;-;1;8;16;21;9
Challacollo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;29819;34479;-;8;25;21;74;39
Challapujo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;32293;35730;868.6979358;9;21;36;79;67
Chicachata;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31536;34324;-;2;11;30;56;30
Chijichaya;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;29748;34506;543.7794257;70;79;203;401;65
Chijotamaya;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31510;35461;104.2477094;5;10;17;21;9
Chijuyo Ccopapujo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28719;34506;-;11;48;70;99;22
Chilacollo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31393;34506;343.0465685;9;17;45;75;26
Chingani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33228;35654;126.3557783;15;21;35;66;8
Chiramaya;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;32293;35580;265.3296391;4;16;21;48;23
Chocco Quelicani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31777;34466;-;19;33;61;76;14
Choque Jachuni;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;35241;38944;165.301666;11;27;47;81;45
Choquetanca;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;25279;34572;-;16;44;50;153;72
Chungara;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33413;34730;-;2;2;6;23;5
Churo Lopez;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27688;35600;-;2;5;9;29;16
Churo Maquera;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;29748;34736;-;31;73;114;124;29
Collata;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31859;-;-;16;34;57;104;51
Colloco Huaychani Totorlaya Tiñuco;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28221;34508;317.8318224;4;23;30;51;14
Compacaso;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;38845;39755;443.8062004;12;35;32;94;46
Concahui Arcoamaya Moroccollo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28221;34508;-;23;50;85;120;41
Conchaca;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31940;35429;584.8574353;27;91;90;215;54
Coraraca;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;25244;34506;-;8;20;23;84;30
Corpa Maquera;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;24957;34726;-;3;13;22;46;23
Cutini Pucara y Surpo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31882;34596;683.4310331;7;19;15;37;27
Huaracco;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28216;34506;-;34;111;116;169;39
Huarahuarani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;32293;34907;-;3;28;33;66;27
Huancarani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31335;34787;-;11;46;68;125;36
Iñacaya Pichincuta Huecocucho;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27684;35857;-;16;30;49;84;56
Jaccoccata Toncco Pata Huinihuinini;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31761;34506;-;15;24;33;59;16
Jachocco;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28216;34492;-;31;112;107;203;74
Jallamilla;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31951;34596;-;10;32;32;58;17
Janccocollo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28688;33679;-;16;41;70;114;38
Japoepatja Aciruni Laca;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31698;34871;-;4;1;9;9;5
Jaquencachi;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31600;34871;-;45;69;122;181;53
Mañazo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31859;34789;240.5613122;6;23;27;78;26
Juventud Jichuccollo Antamarca;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;38797;39246;63.11731101;4;9;12;44;26
Lacaya;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31566;35335;-;18;46;68;112;18
Lacutuyo Choconapi;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31617;35667;-;5;14;15;37;14
Laqui;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33104;35807;-;15;29;37;67;32
Llachuni;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33413;34725;5144.014358;10;14;28;48;14
Llau;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28702;34492;340.2796963;9;23;22;53;21
Lupaca Chilimamanini Alpacuyo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33228;34869;-;16;61;90;121;56
Mayta Capac de Kollahuaya;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33680;34729;-;0;1;2;8;2
Mulla Contihueco Irpani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;25342;35030;-;6;29;52;75;43
Ocoña;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28660;34726;861.4059861;23;54;61;177;92
Pacco Risalazo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27526;34506;-;3;19;16;37;26
Pacuncani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31879;35573;379.9706515;11;30;36;96;39
Pantihueco;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27047;34506;253.0783212;22;58;86;110;29
Payconi;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31695;34789;-;1;8;17;25;9
Quelcahueco;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;27610;34869;288.918403;4;16;18;35;16
Rio Zapatilla de Pusuyo;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31968;34729;-;21;50;67;118;59
Rosacani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;28257;34507;-;14;37;69;100;36
San Carlos de Marca Kollu;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;33760;35655;2201.47885;39;100;127;212;88
San Jose de Chacamarca;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;36676;-;-;3;4;5;16;5
San Miguel de Piñutani;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;35990;-;-;2;10;4;36;12
San Miguel de Quillisiri;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;31582;34128;-;5;5;13;23;11
Santa Maria;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;29874;34508;320.0793638;2;5;16;58;28
Santa Rosa de Huayllata;Comunidad campesina;Andino;Aimara;Puno;El Collao;Ilave;210501;32293;35063;665.082745;12;35;43;168;79
