Nombre de la Localidad;Tipo de Localidad;Ámbito;Pueblo Indígena u Originario;Departamento;Provincia;Distrito;Ubigeo;Fecha reconocimiento;Fecha titulación;"Área 
(Hectárea)";"De 0 a 4 años
(aprox.)";"De 5 a 14 años 
(aprox.)";"De 15 a 29 años 
(aprox.)";"De 30 a 64 años 
(aprox.)";"De 65 años a más
(aprox.)"
Isla Ticahuito;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;José Domingo Choquehuanca;210207;32273;-;-;0;0;2;1;0
Llicllica Pucacancha;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;José Domingo Choquehuanca;210207;24936;34916;-;5;18;25;36;12
Osocco;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;José Domingo Choquehuanca;210207;35219;-;-;1;0;6;14;8
San Pedro de Buenavista;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;José Domingo Choquehuanca;210207;32293;-;-;19;70;90;139;29
Chijos;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;25894;35123;-;8;13;26;30;5
Choquechambi Carpani;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;27075;34698;-;31;82;79;175;86
Condorcanqui de Calla Tomasa;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;33166;37795;5101.774018;16;35;48;61;10
Ezequiel Urviola Rivero;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;31951;-;-;27;52;63;71;23
Huasacona;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;35219;-;-;120;235;284;345;81
La Independencia de Malquini Nequeneque;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;33133;-;-;35;44;42;91;14
Muñani Chico;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;33527;-;-;10;31;50;86;36
Pedro Vilcapaza de Checayani;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;33162;-;-;12;41;45;78;21
Toma;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Muñani;210208;36871;37635;13003.51765;1;2;7;15;3
Carlos Gutierrez Iruhuata;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;31869;35237;385.4583504;164;334;408;458;64
Carputa Collana;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;31860;35237;98.02176613;2;17;10;20;6
Ccatuyo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;31777;35237;490.9245097;4;7;12;17;1
Cullco Belen;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Potoni;210209;-;-;-;20;58;65;93;12
Cullco Jurinsaya;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Potoni;210209;-;-;-;7;22;31;51;15
Huayrapata;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;36376;-;-;1;6;1;10;9
Jila Cajamarca;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;31860;35237;-;9;18;24;30;8
Llaulli;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;31316;35237;-;8;18;24;40;13
Lourdes;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;33078;-;-;2;24;16;29;9
Mercedes;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;33078;-;-;9;23;31;46;11
Potoni Cangalli;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Potoni;210209;31446;35237;-;1;12;6;17;8
Carigueta;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;32293;36494;421.05311;43;148;131;216;82
Chacamarca;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;28509;34393;790.6222807;63;159;202;316;132
Chucaripo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;31968;34631;3813.157205;130;288;367;559;225
Collincha Quincharapi;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;32293;34627;-;17;47;58;116;37
Icallo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;31198;34916;-;3;22;7;40;24
Isilloa;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;31120;34331;284.7582455;2;8;3;23;16
Jasana Chico;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;32293;34604;378.7234606;28;77;116;146;69
Jasana Grande;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;29874;34508;2245.399552;66;158;175;292;106
Muni Chico;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;33371;34507;-;43;103;104;190;62
Muni Grande;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Saman;210210;28376;34508;1969.158002;51;111;105;283;128
Accosiri Caluyo Cañicuto;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;28229;34694;-;36;94;119;173;43
Cangalli;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;32871;-;-;15;35;37;57;14
Ccatuyo Condoriri;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31777;34729;-;38;77;85;131;49
Iruhata;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;San Anton;210211;-;-;-;3;4;2;5;4
Chimpa Choquesani;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31751;38331;668.8889046;8;15;35;43;14
Condoriri Suchini;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31535;34789;-;8;7;12;12;3
Huanaco Mayo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;24215;34592;1069.304742;308;633;924;1217;189
La Estrella de Alto Chilluma;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31566;35871;111.8805118;13;29;36;75;22
Lacayparque;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;23544;34331;-;23;55;54;90;31
Milluni;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;24957;34649;419.0249695;14;21;33;43;17
Nueva Esperanza de Bajo Chilluma;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31777;36041;-;10;28;31;58;27
Quilca Viluyo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;32293;34698;128.5268537;10;18;21;27;5
Rio Grande;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31589;-;-;0;0;0;0;1
San Anton;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;32293;-;-;305;617;913;1177;176
San Isidro;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;32293;-;-;24;50;49;84;28
San Salvador de Sihuaruyo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31751;35123;56.87184113;1;8;18;24;14
Soratira;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;22269;-;-;64;91;132;142;61
Tupac Amaru Choquesani Collpaparque;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;28283;34691;-;35;85;79;112;36
Union Pacuhuta;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;33295;38351;522.7921154;14;36;31;46;18
Vilacollo Quilca;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;31639;35944;-;4;9;4;9;10
Yaurifina Catuyo Chico;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Anton;210211;28268;36041;214.5094479;9;24;34;39;14
Ajanani Grande;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;27873;34698;1258.712286;19;59;60;108;42
Alta Gracia;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;32293;37929;1093.761139;1;31;32;51;30
Antauta Chaupi Api;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;31552;-;-;1;9;6;12;2
Chaupi Api;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;24523;35123;-;3;4;8;8;1
Ccaso y anexo: Llancoane Kumipata;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;27877;34649;-;7;24;38;53;27
Ccollpatira Uyuni;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;32293;35783;-;0;0;0;1;0
Condorcuyo;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;San José;210212;-;-;-;6;18;15;39;23
Collana Layuyo Pantipantini;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;27885;34698;-;18;35;59;61;23
Huarohuaroni San Antonio;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;32293;-;-;7;14;27;43;17
Ichuravi;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;31968;35123;-;7;38;32;59;17
Lacaycunca Modelo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;32280;-;-;13;17;20;43;11
Llacta Choquepiña;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;31156;35871;-;7;35;35;70;29
San Jose;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;24516;35783;-;108;249;414;444;90
Triunfo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;32293;-;-;7;15;13;22;10
Tupac Amaru II;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San José;210212;32293;-;-;11;24;31;81;32
Alto Orurillo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;31489;34594;292.5393456;8;28;27;40;13
Asillo Pampa Grande;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;27872;34729;-;11;30;32;38;18
Asillo Salinas;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;33413;34789;-;1;6;4;10;4
Asillo Yuracchupa;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;32293;34729;-;12;41;31;73;31
Central Ccalla;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;35219;37929;761.4024648;17;54;86;133;37
Milluni;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;32293;34698;-;1;6;4;16;8
Ocra Ordiga Orurillo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;31951;35570;-;9;28;31;45;11
Pucara;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;32133;-;-;32;44;79;121;51
Rancho Chico;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;San Juan de Salinas;210213;33760;38315;1074.15561;22;56;87;107;38
Ccallapani Humanata;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;27877;34649;-;17;43;70;93;53
Chaqui Iquilo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;32293;35010;1236.026687;8;12;25;43;27
Campuco;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;31579;37937;390.5057059;25;47;76;98;31
Ccapajon;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;-;-;-;5;7;13;30;18
Chicchipani;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;33413;38583;48.24051285;0;2;1;5;2
Kojra;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;16936;34649;-;32;76;95;174;96
Llallahua Pacchapata;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;24324;34594;-;18;58;61;112;64
Llantapata;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;31951;34939;-;0;3;2;11;14
Mataro Chico;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;24355;34698;821.6194698;12;29;67;110;48
Mataro Grande;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;28590;34729;558.7561778;3;13;15;22;10
Mercedes;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;27465;34594;685.9476646;22;63;71;128;43
Pepiachi;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;30266;34937;571.5958592;9;27;32;64;29
Pupuja;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;23970;34649;1024.859119;12;13;21;56;15
Santiago;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;9533;-;-;18;36;66;137;48
Saytococha;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;31944;34990;-;31;58;79;142;57
Titiri;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;24306;35010;-;9;23;48;87;35
Torkopi Pampa;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;16673;34594;1007.974848;10;41;45;70;51
Tulani y Capajon;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;24488;35422;-;10;15;25;43;23
Tuturcuyo;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;31951;34937;940.1522868;8;21;26;62;30
Varejon;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Santiago de Pupuja;210214;32293;34977;784.3669092;9;17;18;47;30
Buenavista;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;32688;35040;-;18;37;24;38;13
Ccorpa;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;31713;34592;1031.628389;12;34;42;72;38
Patacollana;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;-;-;-;15;34;38;63;27
Ipacuña;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;-;-;-;18;53;53;60;24
Chana Jilahuata Victoria;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;-;-;-;8;30;33;41;20
Ollanta;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;-;-;-;6;14;24;33;17
Pucacancha;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;-;-;-;0;5;3;9;6
Choquemoroco;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;32293;-;-;12;30;42;45;9
Jatun Tirapata;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;32293;35123;-;8;19;8;28;13
Jila Purina;Comunidad campesina;Andino;Aimara / Quechuas;Puno;Azángaro;Tirapata;210215;32293;-;-;18;20;32;37;17
Jurinsaya Aniago;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;28557;34594;-;26;57;47;80;19
Purina;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;32293;-;-;14;27;53;69;18
Puyutira;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;30915;34660;-;25;52;34;74;31
San Pedro de Pucarani;Comunidad campesina;Andino;Quechuas;Puno;Azángaro;Tirapata;210215;32293;-;-;21;39;46;82;20
Catacancha;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;27073;34604;509.8534643;4;6;10;20;5
Huayllumma Ninahuisa;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;31514;35415;-;2;6;3;13;3
Jorge Chavez;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;31944;35415;6.9805563;0;0;1;2;3
Pacaje;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;21901;34331;10522.20443;88;198;285;360;78
Patapampa Hatun Pinaya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;31951;35947;902.8540532;0;0;0;4;4
Queracucho;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;36227;38310;2053.181989;0;0;0;1;4
Tantamaco Ninahuisa;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;26947;33918;3545.609657;81;199;166;230;58
Tupac Amaru;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Macusani;210301;31988;35415;1756.114228;0;3;6;13;5
Ajoyani;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ajoyani;210302;26834;35758;340.3340387;120;346;448;419;61
Alto de La Alianza;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ajoyani;210302;33000;-;-;1;1;3;11;1
Hanac Ayllu Ataraya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ayapata;210303;20755;35751;10964.64276;105;257;379;432;104
Kana;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ayapata;210303;22838;35751;18101.48249;59;156;274;451;89
Kanchi;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ayapata;210303;27341;35751;9845.637429;282;734;772;1135;231
Taype Cochauma;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ayapata;210303;27341;35226;9676.472243;54;111;164;217;74
Anana;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;33413;35237;2630.976579;9;23;32;42;8
Ayusuma;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;24292;35129;1374.274275;35;103;109;119;35
Uchuhuma;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Carabaya;Coasa;210304;-;-;-;53;156;186;246;46
Coasa;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Carabaya;Coasa;210304;-;-;-;373;900;981;1172;207
Coaza y anexo: Achacire Taracocha;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;24264;35236;4081.551979;383;919;1016;1209;231
Esquena y anexo Amayani;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;33441;35758;3758.805068;37;93;136;156;70
Huarachani;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;26994;35332;-;6;20;18;31;14
Pataquitun;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;32293;35768;17767.39711;2;3;37;75;1
Saco;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;27003;35129;-;10;34;59;126;13
Tahuana;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;33438;35129;557.1122528;18;67;64;77;17
Uchuuma Chacamarca Anana;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;17506;35237;1546.675029;57;173;202;264;51
Huanacuri;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;41995;-;-;3;4;37;57;2
Jatun Yunca;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Coasa;210304;41583;-;-;1;3;9;10;1
Chacaconiza;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Corani;210305;31951;35592;1234.360234;40;85;104;110;14
Chimboya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Corani;210305;28158;36112;16475.63454;156;289;330;339;64
Corani Aconsaya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Corani;210305;28152;35464;9278.227304;99;212;261;293;48
Isibilla;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Corani;210305;20811;34366;-;119;218;305;377;59
Quelcaya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Corani;210305;32293;35464;29850.68743;53;138;169;175;31
Anansaya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Crucero;210306;27655;34697;2497.163165;17;55;56;115;23
Ccanccolly;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Crucero;210306;31777;38315;877.3182883;8;28;40;68;43
Cayconi Pachachaca;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Carabaya;Crucero;210306;-;-;-;1;4;2;13;4
Quisipampa;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Carabaya;Crucero;210306;-;-;-;0;0;0;3;0
Cayachachi;Localidad sin tipo identificado por la DRA;Andino;Quechuas;Puno;Carabaya;Crucero;210306;-;-;-;1;8;16;29;14
Crucero;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Crucero;210306;31882;35129;736.4277149;1;7;5;20;9
Oruro;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Crucero;210306;22643;34916;34823.52218;122;372;424;911;147
Urinsaya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Crucero;210306;31777;-;-;707;1580;2040;2359;338
Cayattocco;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ituata;210307;10373;33917;21162.09862;123;301;349;439;116
Carabaya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ituata;210307;10373;35415;15744.5791;113;262;318;371;100
Qquete;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ituata;210307;10373;34103;11738.2641;85;206;240;378;68
Upina;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ituata;210307;10373;33938;44622.84195;212;384;1074;1927;155
Altiplano de Chia;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ollachea;210308;35703;36242;14972.24339;75;152;125;156;18
Ollachea;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ollachea;210308;27206;34366;27463.26662;272;695;694;1015;191
Palca;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ollachea;210308;35703;35885;15983.99591;117;245;199;238;43
Pumachanca;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ollachea;210308;35703;36007;35619.82098;55;118;105;158;19
Quicho;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Ollachea;210308;35589;36242;33930.94907;384;769;649;782;122
Icaco;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;San Gabán;210309;17163;35751;42219.45667;145;312;536;819;105
San Pedro De Esquilaya;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;San Gabán;210309;41621;-;-;29;74;142;179;13
Coyorana;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Usicayos;210310;28192;35095;1145.192859;63;119;199;357;57
Phusca;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Usicayos;210310;28192;35095;-;40;141;138;337;21
Quetapalo;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Usicayos;210310;28192;35095;2059.231065;51;124;194;396;38
Sallaconi;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Usicayos;210310;28160;35129;1423.20286;144;261;406;812;88
Usicayos;Comunidad campesina;Andino;Quechuas;Puno;Carabaya;Usicayos;210310;28201;35246;2609.244999;192;486;736;1105;159
Achata Pituaca Tulimaca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;31951;-;-;6;20;26;37;6
Ancohaque Quilcani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;35241;35520;-;6;24;37;49;18
Callacami;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;32293;34793;-;8;15;20;52;23
Calliri;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;35236;35599;-;6;15;22;54;17
Caspa;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28717;34508;-;21;46;56;113;41
Chachacumani Challapampa;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;24775;34324;-;21;72;77;152;56
Chila Chambilla;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28221;34508;-;7;23;17;62;36
Chila Pucara;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28209;34508;-;5;17;28;42;13
Chocco Cconiri;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;29851;34508;-;3;17;13;66;32
Chucasuyo Ccajje;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;24957;34508;-;36;82;83;165;49
Collpajahuira;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;32293;34789;-;11;38;33;64;40
Cruz Pata Tutacani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;27690;-;-;5;15;18;31;14
Cultural Inca Pucara Paque Paque;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;33301;34730;124.9328072;4;6;8;17;15
Cutini Capilla;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;27689;34507;-;5;11;29;56;21
Cutini Huarahuarani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;27712;34507;-;2;18;21;47;17
Huaquina Sapijicani;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;32080;34789;255.2412303;4;12;31;39;24
Irupalca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;24775;34789;101.0474308;2;3;4;20;8
Itapalluni;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;32507;37795;740.8068986;12;25;53;98;30
Jacha Yacango;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;27690;34508;-;22;54;55;141;48
Kanaki Chiaruyo Vincuñiri;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28216;34508;-;1;8;14;20;12
Muya Pampa;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;24740;34869;-;10;28;28;69;23
Olla;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;27339;34502;429.6891417;5;4;16;32;18
Palermo Rio Salado;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;31302;34729;-;15;47;65;107;43
Pallallmarca;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;29689;34502;-;9;25;32;62;19
Pasiri;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28239;34508;-;6;14;14;58;43
Queruma;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;25286;34508;-;5;12;18;39;25
San Andres de Sales Chico;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;33417;35655;2548.540983;5;15;19;35;18
San Carlos Union Pucara Huallatire;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;30915;37776;418.2574073;6;19;33;49;11
San Francisco de Ancoaque;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;32293;37795;-;8;20;25;54;19
San Jose Lihuayto;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;33176;38526;1086.215572;0;3;3;11;3
San Juan de Chiaraque;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;32293;39433;-;5;9;14;34;14
Santiago Mucho Chambilla;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28718;34508;-;29;91;98;179;81
Santiago Tire;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;24957;34789;-;15;37;43;86;27
Saracaya;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;28541;34508;1051.197091;4;13;19;28;11
Sihuayro;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;24670;34508;-;47;83;186;234;94
Siquicaballuni;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;31463;34508;198.6458255;4;24;20;43;18
Sivicani Chico;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;31940;35956;-;6;9;14;21;7
Sivicani Huaychajaque;Comunidad campesina;Andino;Aimara;Puno;Chucuito;Juli;210401;30636;34508;-;19;49;67;107;39
